instant,dteday,season,mnth,holiday,weekday,workingday,weathersit,windspeed,casual,registered,cnt,temp °C,atemp °C,hum %,year
310,2011-11-06,fall,11,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.1676314,952,2697,3649,8.371651,7.915628000000002,73.4583,2011
311,2011-11-07,fall,11,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.834075,373,3662,4035,10.565000000000001,10.457486,75.875,2011
312,2011-11-08,fall,11,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.6255125,376,3829,4205,11.191651,11.208236,72.16669999999999,2011
313,2011-11-09,fall,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1671186,305,3804,4109,10.8,10.999214000000002,75.83330000000001,2011
314,2011-11-10,fall,11,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.667489000000002,190,2743,2933,9.86,8.665586000000001,81.3333,2011
315,2011-11-11,fall,11,1,Friday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",21.083225,440,2928,3368,7.235849,4.2499220000000015,44.625,2011
316,2011-11-12,fall,11,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.208154,1275,2792,4067,8.763349000000002,7.624171999999998,55.2917,2011
317,2011-11-13,fall,11,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.875307,1004,2713,3717,12.719151,12.4163,45.8333,2011
318,2011-11-14,fall,11,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",20.541932,595,3891,4486,16.91,18.624392,58.7083,2011
319,2011-11-15,fall,11,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.375411,449,3746,4195,16.91,17.500214,68.875,2011
320,2011-11-16,fall,11,0,Wednesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.167543,145,1672,1817,13.463349000000001,13.831208,93.0,2011
321,2011-11-17,fall,11,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",20.459254,139,2914,3053,8.058349,5.332585999999999,57.5833,2011
322,2011-11-18,fall,11,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.291711,245,3147,3392,4.885849,1.9995860000000008,41.0,2011
323,2011-11-19,fall,11,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.041232,943,2720,3663,7.470848999999999,5.415878000000003,50.208299999999994,2011
324,2011-11-20,fall,11,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.45865,787,2733,3520,13.776651000000001,14.165828000000001,68.45830000000001,2011
325,2011-11-21,fall,11,0,Monday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.249618,220,2545,2765,13.032499999999999,13.374092000000001,91.0,2011
326,2011-11-22,fall,11,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.959064,69,1538,1607,11.583349000000002,11.831936000000002,96.25,2011
327,2011-11-23,fall,11,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.500275,112,2454,2566,12.719151,12.415441999999999,75.79169999999999,2011
328,2011-11-24,fall,11,1,Thursday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.209368000000001,560,935,1495,9.546651,8.583086000000002,54.9167,2011
329,2011-11-25,fall,11,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.6260186,1095,1697,2792,9.625,9.124285999999998,64.375,2011
330,2011-11-26,fall,11,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.5841936,1249,1819,3068,9.664151,9.415742000000002,68.1667,2011
331,2011-11-27,fall,11,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.999918,810,2261,3071,13.580849,14.082799999999999,69.8333,2011
332,2011-11-28,fall,11,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.522174,253,3614,3867,15.663466,16.348052000000003,74.3043,2011
333,2011-11-29,fall,11,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.292164,96,2818,2914,13.541650999999998,13.790750000000003,83.08330000000001,2011
334,2011-11-30,fall,11,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.167586,188,3425,3613,7.275,4.540586000000001,61.3333,2011
335,2011-12-01,fall,12,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.750586,182,3545,3727,6.6875,4.166564000000001,52.4583,2011
336,2011-12-02,fall,12,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.750518,268,3672,3940,6.765848999999999,5.874578,62.583299999999994,2011
337,2011-12-03,fall,12,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.4174811,706,2908,3614,6.060849000000001,4.499863999999999,61.291700000000006,2011
338,2011-12-04,fall,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.6252061,634,2851,3485,7.549151,7.040600000000001,77.5833,2011
339,2011-12-05,fall,12,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.1679561000000005,233,3578,3811,10.134151,9.99905,82.70830000000001,2011
340,2011-12-06,fall,12,0,Tuesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",15.583061,126,2468,2594,13.7375,14.122399999999999,94.9583,2011
341,2011-12-07,fall,12,0,Wednesday,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",17.833725,50,655,705,11.27,10.416235999999998,97.04169999999999,2011
342,2011-12-08,fall,12,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.083886,150,3172,3322,4.494150999999999,0.9579079999999998,57.99999999999999,2011
343,2011-12-09,fall,12,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.5420189,261,3359,3620,5.669151000000001,4.9577719999999985,69.58330000000001,2011
344,2011-12-10,fall,12,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.625807,502,2688,3190,4.925000000000001,1.5831920000000004,50.74999999999999,2011
345,2011-12-11,fall,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.458293899999999,377,2366,2743,2.3791510000000002,0.708164,49.0,2011
346,2011-12-12,fall,12,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.251150000000001,143,3167,3310,3.201651,1.8329360000000001,67.08330000000001,2011
347,2011-12-13,fall,12,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.41685,155,3368,3523,5.277499999999998,3.875108000000001,59.0,2011
348,2011-12-14,fall,12,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.0842061,178,3562,3740,6.922499999999999,6.331892,66.375,2011
349,2011-12-15,fall,12,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.958814,181,3528,3709,11.857499999999998,11.207642,63.416700000000006,2011
350,2011-12-16,fall,12,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.458525,178,3399,3577,9.625,7.748450000000002,50.0417,2011
351,2011-12-17,fall,12,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.292189,275,2464,2739,4.1416509999999995,0.4584860000000006,56.0833,2011
352,2011-12-18,fall,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.375193000000001,220,2211,2431,3.201651,0.20821399999999812,58.62500000000001,2011
353,2011-12-19,fall,12,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.584031999999999,260,3143,3403,5.003349,2.5415779999999977,63.74999999999999,2011
354,2011-12-20,fall,12,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.1252436,216,3534,3750,10.134151,10.165963999999999,59.5417,2011
355,2011-12-21,winter,12,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.8338,107,2553,2660,12.131651000000002,12.249122,85.83330000000001,2011
356,2011-12-22,winter,12,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",3.1674249999999997,227,2841,3068,11.896651000000002,12.123986000000002,75.75,2011
357,2011-12-23,winter,12,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.374482,163,2046,2209,9.546651,8.915858,68.625,2011
358,2011-12-24,winter,12,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.750368,155,856,1011,6.217499999999999,3.7499719999999996,54.25,2011
359,2011-12-25,winter,12,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.391097,303,451,754,4.914801000000001,2.4774260000000012,68.13040000000001,2011
360,2011-12-26,winter,12,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.044155,430,887,1317,7.121732999999999,4.825310000000002,50.6957,2011
361,2011-12-27,winter,12,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.62615,103,1059,1162,7.275,5.6237780000000015,76.25,2011
362,2011-12-28,winter,12,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.695386999999997,255,2047,2302,6.05911,2.4782839999999986,50.39130000000001,2011
363,2011-12-29,winter,12,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.000604000000001,254,2169,2423,3.6716510000000007,1.4168720000000015,57.4167,2011
364,2011-12-30,winter,12,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.000579,491,2508,2999,6.648349000000001,5.041591999999998,63.6667,2011
365,2011-12-31,winter,12,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.750318,665,1820,2485,11.27,11.331986,61.583299999999994,2011
366,2012-01-01,winter,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.875189,686,1608,2294,9.39,8.790986,69.25,2012
367,2012-01-02,winter,1,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",22.087555,244,1707,1951,4.833020999999999,0.6520639999999993,38.130399999999995,2012
368,2012-01-03,winter,1,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",24.499957000000002,89,2147,2236,-0.9500000000000002,-7.665850000000001,44.125,2012
369,2012-01-04,winter,1,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.3749,95,2273,2368,-2.9475,-8.123758,41.4583,2012
370,2012-01-05,winter,1,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.709128999999999,140,3132,3272,4.494150999999999,2.3751919999999984,52.416700000000006,2012
371,2012-01-06,winter,1,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.249836,307,3791,4098,7.705848999999999,6.457622000000001,54.2083,2012
372,2012-01-07,winter,1,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.708786,1070,3451,4521,10.486650999999998,9.791414,53.1667,2012
373,2012-01-08,winter,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.833314,599,2826,3425,7.862500000000001,6.457028000000001,46.5,2012
374,2012-01-09,winter,1,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.6263000000000005,106,2270,2376,2.5358490000000007,0.33361400000000074,70.1667,2012
375,2012-01-10,winter,1,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.565984,173,3425,3598,6.508712000000001,5.042515999999999,64.65220000000001,2012
376,2012-01-11,winter,1,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.791807,92,2085,2177,4.885849,2.6661859999999997,84.75,2012
377,2012-01-12,winter,1,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.124789,269,3828,4097,9.9775,9.207908,80.2917,2012
378,2012-01-13,winter,1,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",25.333236,174,3040,3214,4.885849,0.4578920000000011,50.74999999999999,2012
379,2012-01-14,winter,1,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.541260999999999,333,2160,2493,0.4599999999999991,-3.916257999999999,45.75,2012
380,2012-01-15,winter,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.834286,284,2027,2311,-0.16665099999999988,-5.332750000000001,41.9167,2012
381,2012-01-16,winter,1,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.500986000000001,217,2081,2298,0.9299999999999997,-3.4162420000000004,52.25,2012
382,2012-01-17,winter,1,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",23.39171,127,2808,2935,9.533021000000002,8.042348,71.6087,2012
383,2012-01-18,winter,1,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",27.833743,109,3267,3376,6.2566510000000015,2.1667640000000006,44.333299999999994,2012
384,2012-01-19,winter,1,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.750586,130,3162,3292,0.9299999999999997,-3.4574919999999985,49.75,2012
385,2012-01-20,winter,1,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.58425,115,3048,3163,2.2225,-1.4167720000000017,45.0,2012
386,2012-01-21,winter,1,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.917014,67,1234,1301,0.14665099999999853,-4.45825,83.125,2012
387,2012-01-22,winter,1,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.375746000000001,196,1781,1977,-0.3624999999999998,-5.291499999999999,79.625,2012
388,2012-01-23,winter,1,0,Monday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.417436,145,2287,2432,2.2616510000000005,0.041827999999998866,91.125,2012
389,2012-01-24,winter,1,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.292389,439,3900,4339,8.0975,7.041127999999997,83.58330000000001,2012
390,2012-01-25,winter,1,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.791756999999999,467,3803,4270,5.825849,3.4581860000000013,64.375,2012
391,2012-01-26,winter,1,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.9175186,244,3831,4075,8.058349,7.499299999999998,76.95830000000001,2012
392,2012-01-27,winter,1,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",22.958689,269,3187,3456,11.974999999999998,11.415278,74.125,2012
393,2012-01-28,winter,1,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.125542999999999,775,3248,4023,6.844150999999998,5.541013999999997,54.333299999999994,2012
394,2012-01-29,winter,1,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",16.08335,558,2685,3243,5.277499999999998,1.9995860000000008,31.125000000000004,2012
395,2012-01-30,winter,1,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.458064,126,3498,3624,4.650848999999999,1.3332499999999996,40.0833,2012
396,2012-01-31,winter,1,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.541739,324,4185,4509,10.330000000000002,9.166922,41.6667,2012
397,2012-02-01,winter,2,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.667489000000002,304,4275,4579,14.050849,14.791508,50.79169999999999,2012
398,2012-02-02,winter,2,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.541528999999999,190,3571,3761,10.760849,10.332086,67.29169999999999,2012
399,2012-02-03,winter,2,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.959232,310,3841,4151,6.726650999999999,4.416836,52.6667,2012
400,2012-02-04,winter,2,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.167032,384,2448,2832,4.415849,1.9998499999999986,77.95830000000001,2012
401,2012-02-05,winter,2,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.791732000000001,318,2629,2947,4.494150999999999,1.4583860000000008,68.7917,2012
402,2012-02-06,winter,2,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.304599999999999,206,3578,3784,5.282622999999999,3.564116000000002,62.2174,2012
403,2012-02-07,winter,2,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.874393000000001,199,4176,4375,8.645849000000002,7.832863999999997,49.625,2012
404,2012-02-08,winter,2,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.959307,109,2693,2802,4.063348999999999,1.583786,72.2917,2012
405,2012-02-09,winter,2,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.000478999999999,163,3667,3830,4.455,1.291208000000001,56.2083,2012
406,2012-02-10,winter,2,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.834243000000001,227,3604,3831,5.1991510000000005,3.374828000000001,54.0,2012
407,2012-02-11,winter,2,0,Saturday,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",19.416332,192,1977,2169,2.5358490000000007,-2.0827779999999994,73.125,2012
408,2012-02-12,winter,2,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",27.417204,73,1456,1529,-2.0075000000000003,-9.290572000000001,46.4583,2012
409,2012-02-13,winter,2,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.207961,94,3328,3422,2.4574999999999996,-0.9577419999999996,41.125,2012
410,2012-02-14,winter,2,0,Tuesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.458993,135,3787,3922,7.000848999999999,6.040436,50.875,2012
411,2012-02-15,winter,2,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.167200000000001,141,4028,4169,8.371651,7.207514000000003,53.125,2012
412,2012-02-16,winter,2,0,Thursday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.125475000000001,74,2931,3005,6.883348999999999,5.790692,75.29169999999999,2012
413,2012-02-17,winter,2,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.791682,349,3805,4154,8.136651,7.207514000000003,63.4583,2012
414,2012-02-18,winter,2,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.792243,1435,2883,4318,8.293349,7.45805,53.4583,2012
415,2012-02-19,winter,2,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.958504,618,2071,2689,5.160000000000002,1.5420080000000027,51.5833,2012
416,2012-02-20,winter,2,1,Monday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.348561,502,2627,3129,5.160000000000002,2.043806,50.7826,2012
417,2012-02-21,winter,2,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.783039,163,3614,3777,5.5278220000000005,3.477458000000002,59.434799999999996,2012
418,2012-02-22,winter,2,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.709557,394,4379,4773,10.604150999999998,9.916021999999998,56.7917,2012
419,2012-02-23,winter,2,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.791171,516,4546,5062,13.345849000000001,13.333435999999999,55.45830000000001,2012
420,2012-02-24,winter,2,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.916989,246,3241,3487,11.1525,11.124085999999998,73.75,2012
421,2012-02-25,winter,2,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",28.250014,317,2415,2732,5.669151000000001,0.8745499999999993,39.5833,2012
422,2012-02-26,winter,2,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.750342999999999,515,2874,3389,5.120849,1.708327999999998,41.0,2012
423,2012-02-27,winter,2,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",17.958211000000002,253,4069,4322,9.233349,7.6249639999999985,49.0833,2012
424,2012-02-28,winter,2,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.958939,229,4134,4363,8.880849000000001,7.3326499999999974,39.5833,2012
425,2012-02-29,winter,2,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.000839,65,1769,1834,8.184356000000001,6.999020000000002,80.4783,2012
426,2012-03-01,winter,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.208129,325,4665,4990,14.834151000000002,15.374485999999997,61.5417,2012
427,2012-03-02,winter,3,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.708568,246,2948,3194,8.606651,7.749572000000001,65.7083,2012
428,2012-03-03,winter,3,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.792293,956,3110,4066,11.465848999999999,11.290472000000001,62.125,2012
429,2012-03-04,winter,3,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",22.416257,710,2713,3423,7.314150999999999,3.9993859999999977,40.3333,2012
430,2012-03-05,winter,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.333486,203,3130,3333,3.4366509999999995,-0.08271400000000106,50.625,2012
431,2012-03-06,winter,3,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.458625,221,3735,3956,4.1416509999999995,0.8327719999999985,45.6667,2012
432,2012-03-07,winter,3,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",23.167193,432,4484,4916,10.995849,9.416599999999999,51.3333,2012
433,2012-03-08,winter,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",29.584721,486,4896,5382,16.792499999999997,18.623863999999998,56.75,2012
434,2012-03-09,winter,3,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",27.7916,447,4122,4569,11.309151,10.207478000000002,40.708299999999994,2012
435,2012-03-10,winter,3,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.125250000000001,968,3150,4118,5.512499999999999,2.3326220000000006,35.0417,2012
436,2012-03-11,winter,3,0,Sunday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.913329000000001,1658,3253,4911,9.001732999999998,7.738219999999998,47.6957,2012
437,2012-03-12,winter,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.916771,838,4460,5298,13.933349,14.333072000000001,48.9167,2012
438,2012-03-13,winter,3,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",15.87565,762,5085,5847,18.554999999999996,19.833314,61.75000000000001,2012
439,2012-03-14,winter,3,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.709154,997,5315,6312,18.9075,20.208722,50.708299999999994,2012
440,2012-03-15,winter,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.042161,1005,5187,6192,18.2025,19.166449999999998,57.958299999999994,2012
441,2012-03-16,winter,3,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.583864,548,3830,4378,12.484151,12.791114,84.20830000000001,2012
442,2012-03-17,winter,3,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.417168,3155,4681,7836,16.165849,17.333036,75.5833,2012
443,2012-03-18,winter,3,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.501161,2207,3685,5892,14.2075,14.624000000000002,81.0,2012
444,2012-03-19,winter,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.875238999999999,982,5171,6153,17.615000000000002,19.166185999999996,72.875,2012
445,2012-03-20,winter,3,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.125157,1051,5042,6093,18.359151,19.543178000000005,80.7917,2012
446,2012-03-21,spring,3,0,Wednesday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.000406099999999,1122,5108,6230,16.988349,17.875028,82.125,2012
447,2012-03-22,spring,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.876654,1334,5537,6871,18.045848999999997,19.083422,83.125,2012
448,2012-03-23,spring,3,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.7921000000000005,2469,5893,8362,20.278349,21.624422000000003,69.41669999999999,2012
449,2012-03-24,spring,3,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",12.916461,1033,2339,3372,15.617499999999996,16.124378,88.5417,2012
450,2012-03-25,spring,3,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.791924999999999,1532,3464,4996,12.5625,12.874208,88.0833,2012
451,2012-03-26,spring,3,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",25.917007,795,4763,5558,12.954151,12.9575,47.7917,2012
452,2012-03-27,spring,3,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.541864,531,4571,5102,7.196650999999999,4.833164,28.999999999999996,2012
453,2012-03-28,spring,3,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",19.541957,674,5024,5698,14.755849000000001,15.082699999999999,48.125,2012
454,2012-03-29,spring,3,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",21.41655,834,5299,6133,15.225849,15.832063999999999,43.9167,2012
455,2012-03-30,spring,3,0,Friday,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.250489,796,4663,5459,9.39,8.790986,58.0833,2012
456,2012-03-31,spring,3,0,Saturday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.791338999999997,2301,3934,6235,11.935849000000001,11.832728000000003,73.83330000000001,2012
457,2012-04-01,spring,4,0,Sunday,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.541889,2347,3694,6041,12.014151000000002,11.540942000000001,67.625,2012
458,2012-04-02,spring,4,0,Monday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",20.913313,1208,4728,5936,12.393911,12.215857999999997,50.4348,2012
459,2012-04-03,spring,4,0,Tuesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.708911,1348,5424,6772,13.933349,14.457877999999997,39.6667,2012
460,2012-04-04,spring,4,0,Wednesday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.125325,1058,5378,6436,17.458349000000002,19.207699999999996,46.958299999999994,2012
461,2012-04-05,spring,4,0,Thursday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",14.708443,1192,5265,6457,12.445,12.456758,37.416700000000006,2012
462,2012-04-06,spring,4,0,Friday,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",20.125996,1807,4653,6460,10.956651,9.790621999999999,37.7083,2012
463,2012-04-07,spring,4,0,Saturday,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",18.416356999999998,3252,3605,6857,12.5625,12.124513999999998,25.4167,2012
